Column1,id,county_new,county,year,NO2_annualMean,NO2_hrOver200,NO_annualMean,O3_annualMean,O3_daysOver120,O3_dailyMaxAnnualMean,O3_dailyHourlyMax,O3_daily8HrMax,PM10_annualMean,PM10_daysOver50,PM2_5_annualMean,BL,EWZ,Shape__Area,death_rate,cases,deaths,cases_per_100k,deaths_per_100k,fully_vaccinated,Population_density,NO2_totMean,NO_totMean,O3_totMean,PM10_totMean,PM2_5_totMean
83,315,Alzey-Worms,LK Alzey-Worms,2013,16.20187044,0.00591076,9.905048372,48.45435574,0.633707405,74.30013079,178.9778371,161.3021654,16.95603609,6.035138543,12.74090804,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
84,315,Alzey-Worms,LK Alzey-Worms,2014,16.44262419,0.006041038,10.35482219,48.38823314,0.606733789,74.25763616,178.9644033,161.2782325,17.20718789,8.932569647,12.87868353,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
85,315,Alzey-Worms,LK Alzey-Worms,2015,16.00296402,0.005803127,9.795024474,48.59781201,0.692228014,74.39232503,179.0069823,161.3540892,16.7726472,7.433118267,12.6264437,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
86,315,Alzey-Worms,LK Alzey-Worms,2016,16.10100583,0.00585618,9.526380616,48.20654086,0.532615436,74.140869,178.92749,161.2124693,16.81895394,6.035138543,12.64835337,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
87,315,Alzey-Worms,LK Alzey-Worms,2017,15.63950852,0.005606452,9.421776932,48.84055248,0.791249959,74.54832568,179.0562985,161.4419487,16.68693566,7.433118267,12.56202951,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
88,315,Alzey-Worms,LK Alzey-Worms,2018,15.4884883,0.005524731,8.800993946,49.29441133,0.976394151,74.8400046,179.1485063,161.6062221,16.3790626,5.035504285,12.39551643,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
89,315,Alzey-Worms,LK Alzey-Worms,2019,15.08310149,0.005305366,8.816216922,49.47566056,1.050331767,74.95648702,179.1853297,161.671825,15.94960401,5.035504285,12.11122911,Rheinland-Pfalz,130715,587581839.9,2.061707036,6936,143,5306.200513,109.3983093,0.678,222.4626275,16.13582332,10.08403783,48.58175523,16.90111439,12.69907118
90,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2010,17.48287738,0.006603946,9.358133796,50.37338069,1.416541806,75.53341977,179.3677143,161.9967532,23.49483,21,12.98012458,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
91,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2011,17.43745692,0.006579367,9.345888027,50.71879503,1.557447856,75.75540526,179.4378902,162.1217753,23.14113,25,13.03438482,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
92,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2012,16.99155532,0.006338079,8.686713791,41.68897,1.681458636,75.95077369,179.4996516,162.2318067,19.51611,8,12.93808233,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
93,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2013,16.83856232,0.00625529,8.698740484,50.76854369,1.577741999,75.78737696,179.4479973,162.1397818,17.02734826,5.639397606,12.79258984,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
94,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2014,17.07997041,0.006385922,8.842251609,44.1915,0,73.47704,158.04,146.3025,21.50997,13,12.93869452,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
95,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2015,16.89698567,0.006286905,8.847374708,47.13443,0,75.39918,203.89,178.37,19.00394,5,12.71815106,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
96,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2016,16.60137801,0.006126944,8.637785232,42.44444,0,72.27719,144.13,134.2787,16.6611,0,12.64407699,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
97,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2017,16.23306427,0.00592764,8.29943381,46.37654,0,75.85362,182.0735,173.6949,18.70791,9,12.63180671,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
98,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2018,16.08011678,0.005844876,8.172351492,50.42841,0,84.39434,191.8558,168.7376,19.83253,5,12.73276458,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
99,121,Amberg-Sulzbach,LK Amberg-Sulzbach,2019,15.85454656,0.005722814,8.197625254,48.17899,0,79.10887,177.8808,156.9117,15.71198,1,12.29050202,Bayern,102998,1255298379,2.702702703,6253,169,6070.99167,164.0808559,0.663,82.05061179,16.74965136,8.70862982,47.23039994,19.46068483,12.77011775
100,251,Ammerland,LK Ammerland,2010,17.46631675,0.006594984,9.219687328,49.76225758,1.167244267,75.14067272,179.243556,161.7755582,17.34204206,5.035504285,12.91202061,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
101,251,Ammerland,LK Ammerland,2011,18.00067157,0.006884137,9.970120371,49.6690719,1.129230718,75.0807856,179.224624,161.7418299,17.97385892,7.65871471,13.25555551,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
102,251,Ammerland,LK Ammerland,2012,17.22005235,0.006461724,8.793020914,50.06829826,1.292088487,75.33735416,179.3057325,161.8863291,17.41774122,7.002911973,12.92968518,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
103,251,Ammerland,LK Ammerland,2013,16.67765864,0.006168221,8.455620345,50.65292049,1.53057543,75.71307004,179.4245068,162.0979321,17.01462017,5.035504285,12.70612697,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
104,251,Ammerland,LK Ammerland,2014,17.30497011,0.006507675,8.970670351,50.02424554,1.27411791,75.30904304,179.2967826,161.8703843,17.63509386,9.626122266,13.07289894,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
105,251,Ammerland,LK Ammerland,2015,16.6936893,0.006176896,8.586328413,50.41436088,1.433258997,75.55975628,179.37604,162.0115859,17.15566267,6.319560392,12.7543687,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
106,251,Ammerland,LK Ammerland,2016,17.15855636,0.006428447,8.741883894,49.85892904,1.206679789,75.20280002,179.2631962,161.8105483,17.06871549,6.347109498,12.7414359,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
107,251,Ammerland,LK Ammerland,2017,16.25509869,0.005939563,8.222062997,51.02836525,1.683731893,75.95435502,179.5007838,162.2338237,17.10381384,5.06305337,12.71856963,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
108,251,Ammerland,LK Ammerland,2018,16.02619669,0.005815699,8.025853059,51.36927411,1.82280001,76.173445,179.5700443,162.3572151,16.87904984,5.06305337,12.62801925,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
109,251,Ammerland,LK Ammerland,2019,15.7833482,0.005684287,8.162376002,51.71977194,1.965779785,76.39869747,179.6412529,162.4840772,16.61732285,5.035504285,12.42095803,Niedersachsen,125643,729290355.3,1.74563591,4010,70,3191.5825,55.71341022,0.699,172.2811759,16.85865587,8.714762367,50.4567495,17.22079209,12.81396387
110,347,Bitterfeld,LK Anhalt-Bitterfeld,2010,11.38586,0,1.99301,52.66606,0.866718711,74.66722028,179.0938844,161.5089101,22.7671,16,20.41338,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
111,347,Bitterfeld,LK Anhalt-Bitterfeld,2011,10.53835,0,1.550884,51.02254,0.955514132,74.80710991,179.1381074,161.5876958,17.42431324,8.646052446,17.80808,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
112,347,Bitterfeld,LK Anhalt-Bitterfeld,2012,10.64941,0,1.269597,50.72746,1.082892651,75.00778392,179.2015461,161.7007153,17.33534,10,14.66812,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
113,347,Bitterfeld,LK Anhalt-Bitterfeld,2013,16.35274306,0.005992401,8.609255302,52.17104,1,74.98411,194.9825,157.7701,18.00763,10,15.56536,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
114,347,Bitterfeld,LK Anhalt-Bitterfeld,2014,11.34692,0,5.44612,49.29399,1,73.43656,181.325,166.2729,22.41014,14,19.53516,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
115,347,Bitterfeld,LK Anhalt-Bitterfeld,2015,10.75151,0,6.135273,53.06615,4,75.83548,196.297,184.0066,18.89033,7,16.10644,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
116,347,Bitterfeld,LK Anhalt-Bitterfeld,2016,11.26138,0,5.502676,51.81543,0,75.85835,181.4925,158.2809,19.31922,4,16.24025,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
117,347,Bitterfeld,LK Anhalt-Bitterfeld,2017,11.02227,0,4.617334,51.38966,0,74.36035,150.8995,134.4822,16.51581,9,13.07267,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
118,347,Bitterfeld,LK Anhalt-Bitterfeld,2018,10.84821,0,4.446185,58.61021,2,83.307,178.1775,169.4949,18.06146,8,13.41066,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
119,347,Bitterfeld,LK Anhalt-Bitterfeld,2019,8.036774,0,0.8636121,57.19083,2,80.2655,178.59,172.675,14.15358,1,10.47908,Sachsen-Anhalt,157217,1461202917,2.390113093,8577,205,5455.516897,130.3930237,0.645,107.5942282,11.21934271,4.04339464,52.795337,18.48849232,15.72992
120,31,Ansbach,LK Ansbach,2010,20.24931955,0.008100937,12.60464686,51.29559121,1.792742291,76.12609162,179.5550745,162.3305457,18.73014021,5.44896553,13.80031881,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
121,31,Ansbach,LK Ansbach,2011,20.27130124,0.008112832,12.08732946,51.66362179,1.942874263,76.36261177,179.6298452,162.4637537,18.68833583,6.534823257,13.76856568,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
122,31,Ansbach,LK Ansbach,2012,19.5898208,0.007744066,10.64470794,52.08564962,2.115033514,76.63383402,179.7155861,162.616506,18.35715393,5.549795181,13.56996298,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
123,31,Ansbach,LK Ansbach,2013,19.41620205,0.007650116,10.53214782,51.85500356,2.020945281,76.48560601,179.6687271,162.533024,18.10830515,5.91105176,13.4298249,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
124,31,Ansbach,LK Ansbach,2014,19.82749054,0.007872675,10.79416425,51.76866894,1.985726505,76.43012183,179.651187,162.5017753,18.38049316,7.28149974,13.58012105,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
125,31,Ansbach,LK Ansbach,2015,19.52044923,0.007706527,11.16972954,52.07343444,2.110050536,76.62598376,179.7131045,162.6120847,18.02714072,5.760105551,13.37131697,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
126,31,Ansbach,LK Ansbach,2016,19.23033506,0.007549539,10.32855778,51.77722333,1.989216127,76.43561943,179.652925,162.5048716,17.91741488,6.484706869,13.30274159,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
127,31,Ansbach,LK Ansbach,2017,18.6718655,0.007247337,10.03010809,52.57134555,2.313165115,76.94597349,179.8142622,162.7923027,17.85505195,6.957532381,13.25278447,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
128,31,Ansbach,LK Ansbach,2018,18.78989475,0.007311206,9.596899813,53.00092391,2.488404483,77.2220482,179.9015372,162.9477879,17.87876284,5.760105551,13.29067035,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
129,31,Ansbach,LK Ansbach,2019,18.3760229,0.007087249,9.684778354,53.25167682,2.590694971,77.38319816,179.9524812,163.0385475,17.00811056,5.186450455,12.73734796,Bayern,185316,1971729908,1.764605105,11674,206,6299.510026,111.1614755,0.663,93.98650355,19.39427016,10.74730699,52.13431392,18.09509092,13.41036548
130,146,Aschaffenburg,LK Aschaffenburg,2010,20.42380065,0.008195354,14.04513158,50.2048581,1.347795812,75.42511631,179.3334766,161.9357567,19.11984826,8.489695023,14.02532113,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
131,146,Aschaffenburg,LK Aschaffenburg,2011,20.44343327,0.008205977,14.12431501,50.39521368,1.425448212,75.54745106,179.37215,162.0046556,19.0851098,8.568558021,13.99508532,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
132,146,Aschaffenburg,LK Aschaffenburg,2012,19.57465442,0.007735859,11.90310166,50.92365551,1.641017292,75.8870618,179.4795105,162.1959242,18.58592652,6.802031219,13.69281128,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
133,146,Aschaffenburg,LK Aschaffenburg,2013,19.35337592,0.00761612,10.92134229,50.78442849,1.58422194,75.79758555,179.4512245,162.1455312,18.25830207,6.111981593,13.51110032,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
134,146,Aschaffenburg,LK Aschaffenburg,2014,19.62288741,0.007761959,11.53187345,50.73473055,1.56394849,75.76564646,179.4411277,162.1275431,18.54742946,9.566172462,13.67068345,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
135,146,Aschaffenburg,LK Aschaffenburg,2015,18.95316994,0.007399558,10.89119216,51.13975896,1.729173111,76.02594379,179.523415,162.2741425,17.93412627,5.350955504,13.3040574,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
136,146,Aschaffenburg,LK Aschaffenburg,2016,18.82650372,0.007331016,10.41313227,50.76138781,1.574822875,75.78277813,179.4465435,162.1371917,17.90270409,6.415603407,13.2830085,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
137,146,Aschaffenburg,LK Aschaffenburg,2017,18.31523269,0.007054354,10.17609656,51.48922967,1.871733888,76.25053616,179.5944149,162.4006328,17.77163561,6.419546537,13.19059571,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
138,146,Aschaffenburg,LK Aschaffenburg,2018,18.12354207,0.006950625,9.741540956,52.05564991,2.102795631,76.61455427,179.7094913,162.6056476,17.44821044,5.721610742,13.0255307,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
139,146,Aschaffenburg,LK Aschaffenburg,2019,17.52836835,0.006628562,9.710080398,52.32305365,2.211878551,76.78640513,179.7638182,162.7024339,16.78253931,5.417988915,12.59273434,Bayern,174658,698561866.2,2.12349545,10219,217,5850.862829,124.2428059,0.663,250.0250993,19.11649684,11.34578063,51.08119663,18.14358318,13.42909282
140,133,Augsburg,LK Augsburg,2010,18.24740329,0.00701765,11.0011315,50.43029129,1.439757542,75.56999419,179.3792765,162.0173519,17.28810877,5.035504285,12.96544755,Bayern,255900,1071123565,1.559152583,16804,262,6566.627589,102.3837436,0.663,238.9080106,17.92135891,9.954472684,50.82199717,16.9792449,12.77716544
141,133,Augsburg,LK Augsburg,2011,18.69986827,0.00726249,11.13452976,50.45720498,1.450736534,75.58729066,179.3847444,162.0270932,17.34668531,5.728667814,13.00188515,Bayern,255900,1071123565,1.559152583,16804,262,6566.627589,102.3837436,0.663,238.9080106,17.92135891,9.954472684,50.82199717,16.9792449,12.77716544
142,133,Augsburg,LK Augsburg,2012,18.01849167,0.00689378,10.00287975,50.7754976,1.580578729,75.79184598,179.4494101,162.1422987,17.14306648,5.642901136,12.88203016,Bayern,255900,1071123565,1.559152583,16804,262,6566.627589,102.3837436,0.663,238.9080106,17.92135891,9.954472684,50.82199717,16.9792449,12.77716544
143,133,Augsburg,LK Augsburg,2013,17.86003931,0.006808037,10.06966257,50.68087945,1.541980823,75.73103827,179.4301871,162.1080518,17.00627295,6.771928107,12.7972411,Bayern,255900,1071123565,1.559152583,16804,262,6566.627589,102.3837436,0.663,238.9080106,17.92135891,9.954472684,50.82199717,16.9792449,12.77716544
144,133,Augsburg,LK Augsburg,2014,18.04863101,0.006910089,9.985198613,50.53718,1.483361018,75.63868775,179.4009925,162.0560401,17.07722947,5.642901136,12.83391151,Bayern,255900,1071123565,1.559152583,16804,262,6566.627589,102.3837436,0.663,238.9080106,17.92135891,9.954472684,50.82199717,16.9792449,12.77716544
145,133,Augsburg,LK Augsburg,2015,18.04940233,0.006910507,10.25877177,50.76040024,1.574420014,75.78214345,179.4463429,162.1368342,16.95963171,5.642901136,12.76600598,Bayern,255900,1071123565,1.559152583,16804,262,6566.627589,102.3837436,0.663,238.9080106,17.92135891,9.954472684,50.82199717,16.9792449,12.77716544
